tweet_id,user_id,username,screenname,followers_count,friends_count,listed_count,favourites_count,geo_enabled,following,location,text,created_at,place,coordinates,geo,favorited,favorite_count,retweeted,retweet_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,contributors,source,truncated,hashtags,urls,symbols,user_mentions
640034064439881728,32885611,Raghu Veer,rags211,175,488,12,654,True,False,Bengaluru ,IMAX - thanks to these guys watching movies is a pleasure #imax #movies #cinemas @ PVR pepsi IMAX https://t.co/Jq9aWE7cTO,2015-09-05 05:29,"Place(_api=<tweepy.api.API object at 0x10c866350>, country_code=u'IN', url=u'https://api.twitter.com/1.1/geo/id/5f55bb82cf16ac81.json', country=u'India', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10c866350>, type=u'Polygon', coordinates=[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]), contained_within=[], full_name=u'Bengaluru South, Karnataka', attributes={}, id=u'5f55bb82cf16ac81', name=u'Bengaluru South')","{u'type': u'Point', u'coordinates': [77.6111984, 12.93641]}","{u'type': u'Point', u'coordinates': [12.93641, 77.6111984]}",False,0,False,0,,,,,Instagram,False,"[{u'indices': [58, 63], u'text': u'imax'}, {u'indices': [64, 71], u'text': u'movies'}, {u'indices': [72, 80], u'text': u'cinemas'}]","[{u'url': u'https://t.co/Jq9aWE7cTO', u'indices': [98, 121], u'expanded_url': u'https://instagram.com/p/7PLqHenVhd/', u'display_url': u'instagram.com/p/7PLqHenVhd/'}]",[],[]
