tweet_id,user_id,username,screenname,followers_count,friends_count,listed_count,favourites_count,geo_enabled,following,location,text,created_at,place,coordinates,geo,favorited,favorite_count,retweeted,retweet_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,contributors,source,truncated,hashtags,urls,symbols,user_mentions
621338929208266752,126124275,Jonathan Morrison,tldtoday,129631,268,824,1342,False,True,"Los Angeles, CA ",@superscientific http://t.co/ofec9eF6Zh,2015-07-15 15:21,,,,False,21,False,2,superscientific,621338220727504896,17698709,,Tweetbot for Mac,False,[],[],[],"[{u'id': 17698709, u'indices': [0, 16], u'id_str': u'17698709', u'screen_name': u'superscientific', u'name': u'Danny Winget'}]"
