tweet_id,user_id,username,screenname,followers_count,friends_count,listed_count,favourites_count,geo_enabled,following,location,text,created_at,place,coordinates,geo,favorited,favorite_count,retweeted,retweet_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,contributors,source,truncated,hashtags,urls,symbols,user_mentions
636439891786731520,489044323,Rani,goodfoodrave,146,260,7,1300,True,False,International ,Ohh hey! #ancestors @ Wellington Zoo https://t.co/lVolF6TwBl,2015-08-26 07:27,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/013b5456649606dc.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.613106, -41.36238], [174.895401, -41.36238], [174.895401, -41.143499], [174.613106, -41.143499]]]), contained_within=[], full_name=u'Wellington City, New Zealand', attributes={}, id=u'013b5456649606dc', name=u'Wellington City')","{u'type': u'Point', u'coordinates': [174.78451038, -41.32066063]}","{u'type': u'Point', u'coordinates': [-41.32066063, 174.78451038]}",False,0,False,0,,,,,Instagram,False,"[{u'indices': [9, 19], u'text': u'ancestors'}]","[{u'url': u'https://t.co/lVolF6TwBl', u'indices': [37, 60], u'expanded_url': u'https://instagram.com/p/61pN5jw05V/', u'display_url': u'instagram.com/p/61pN5jw05V/'}]",[],[]
636439454543179776,3011810720,_Zin,ISTAYWOOPIN,314,445,1,649,True,False,"Mount Roskill, Auckland City",Amazing performance tonight Son. So proud of you LA. The funniest on… https://t.co/DashyLouau,2015-08-26 07:26,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.78595177, -36.92424816]}","{u'type': u'Point', u'coordinates': [-36.92424816, 174.78595177]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/DashyLouau', u'indices': [70, 93], u'expanded_url': u'https://instagram.com/p/61pBPEQiOvNF80CvPpMytNC7BuqZW3UWeu8kk0/', u'display_url': u'instagram.com/p/61pBPEQiOvNF\u2026'}]",[],[]
636439443705040896,127398296,Cindy Puteri Gunawan,CINDYCATWALK,134,129,2,3,True,False,"ÜT: -7.319397,112.681785",2nd best restaurant in town #larder #wellington #newzealand @ The Larder https://t.co/TthpBWvyK7,2015-08-26 07:26,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/013b5456649606dc.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.613106, -41.36238], [174.895401, -41.36238], [174.895401, -41.143499], [174.613106, -41.143499]]]), contained_within=[], full_name=u'Wellington City, New Zealand', attributes={}, id=u'013b5456649606dc', name=u'Wellington City')","{u'type': u'Point', u'coordinates': [174.82567249, -41.30684768]}","{u'type': u'Point', u'coordinates': [-41.30684768, 174.82567249]}",False,1,False,0,,,,,Instagram,False,"[{u'indices': [29, 36], u'text': u'larder'}, {u'indices': [37, 48], u'text': u'wellington'}, {u'indices': [49, 60], u'text': u'newzealand'}]","[{u'url': u'https://t.co/TthpBWvyK7', u'indices': [74, 97], u'expanded_url': u'https://instagram.com/p/61pA_KiM_b/', u'display_url': u'instagram.com/p/61pA_KiM_b/'}]",[],[]
636439357025447936,19693966,Phil Wheeler,Phil_Wheeler,968,1234,71,533,True,False,Antarctic Wasteland,RT @luxlightswan: Graffiti Light Swan #wgtnlux twirling along opera lane http://t.co/Py0oZqnUgz,2015-08-26 07:25,,,,False,0,False,2,,,,,Tweetium for Windows,False,"[{u'indices': [38, 46], u'text': u'wgtnlux'}]",[],[],"[{u'id': 3244689080, u'indices': [3, 16], u'id_str': u'3244689080', u'screen_name': u'luxlightswan', u'name': u'LightSwan'}]"
636439254147555328,3244689080,LightSwan,luxlightswan,18,5,0,7,True,False,"Wellington City, New Zealand",Graffiti Light Swan #wgtnlux twirling along opera lane http://t.co/Py0oZqnUgz,2015-08-26 07:25,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/013b5456649606dc.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.613106, -41.36238], [174.895401, -41.36238], [174.895401, -41.143499], [174.613106, -41.143499]]]), contained_within=[], full_name=u'Wellington City, New Zealand', attributes={}, id=u'013b5456649606dc', name=u'Wellington City')","{u'type': u'Point', u'coordinates': [174.7779417, -41.2909535]}","{u'type': u'Point', u'coordinates': [-41.2909535, 174.7779417]}",False,1,False,2,,,,,Twitter for Android,False,"[{u'indices': [20, 28], u'text': u'wgtnlux'}]",[],[],[]
636439210233344000,601696225,ardalio,halucinatio,69,291,14,1056,False,False,terra incognita,RT @RagMow: First day in at Treble Cone☺️ #anothersunrise @ Treble Cone Ski Area https://t.co/3JQDG8liWI,2015-08-26 07:25,,,,False,0,False,2,,,,,TweetCaster for Android,False,"[{u'indices': [42, 57], u'text': u'anothersunrise'}]","[{u'url': u'https://t.co/3JQDG8liWI', u'indices': [81, 104], u'expanded_url': u'https://instagram.com/p/61eQ6Xr5qp/', u'display_url': u'instagram.com/p/61eQ6Xr5qp/'}]",[],"[{u'id': 522230146, u'indices': [3, 10], u'id_str': u'522230146', u'screen_name': u'RagMow', u'name': u'Ragnhild Mowinckel'}]"
636439166830702592,732824035,bnc,benzmer_c,665,191,1,947,True,False,"Dunedin City, New Zealand","I'm at Andersons Bay in Dunedin, New Zealand w/ @snuccc https://t.co/HIp2UC3vkl",2015-08-26 07:24,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/00cc2a2f169735bc.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[169.735497, -46.059784], [170.750621, -46.059784], [170.750621, -45.228967], [169.735497, -45.228967]]]), contained_within=[], full_name=u'Dunedin City, New Zealand', attributes={}, id=u'00cc2a2f169735bc', name=u'Dunedin City')","{u'type': u'Point', u'coordinates': [170.53279167, -45.89921197]}","{u'type': u'Point', u'coordinates': [-45.89921197, 170.53279167]}",False,0,False,0,,,,,Foursquare,False,[],"[{u'url': u'https://t.co/HIp2UC3vkl', u'indices': [56, 79], u'expanded_url': u'https://www.swarmapp.com/c/hbOYHbBw3MZ', u'display_url': u'swarmapp.com/c/hbOYHbBw3MZ'}]",[],"[{u'id': 1102378344, u'indices': [48, 55], u'id_str': u'1102378344', u'screen_name': u'snuccc', u'name': u'Snuc'}]"
636439125701337088,1654511353,Pitinada,Pitinada,18,70,1,4,True,False,"Melbourne, Australia","“The gladdest moment in human life, me thinks, is a departure into unknown lands.” – Sir Richard… https://t.co/qSSPEDciPW",2015-08-26 07:24,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/01c3911606d9105f.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[168.11641, -45.36757], [169.719764, -45.36757], [169.719764, -43.955411], [168.11641, -43.955411]]]), contained_within=[], full_name=u'Queenstown-Lakes District, New Zealand', attributes={}, id=u'01c3911606d9105f', name=u'Queenstown-Lakes District')","{u'type': u'Point', u'coordinates': [169.15, -44.7]}","{u'type': u'Point', u'coordinates': [-44.7, 169.15]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/qSSPEDciPW', u'indices': [98, 121], u'expanded_url': u'https://instagram.com/p/61o3res1H1/', u'display_url': u'instagram.com/p/61o3res1H1/'}]",[],[]
636439123612467200,1069854746,Lizzie,ForevrScreaming,293,241,3,4185,True,False,Middle Earth/New Zealand,"Dad stop it, you're not Australian Thank god for that",2015-08-26 07:24,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0107c36312db96d5.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[172.718526, -42.488132], [174.442925, -42.488132], [174.442925, -40.661305], [172.718526, -40.661305]]]), contained_within=[], full_name=u'Marlborough District, New Zealand', attributes={}, id=u'0107c36312db96d5', name=u'Marlborough District')","{u'type': u'Point', u'coordinates': [173.9556081, -41.5325525]}","{u'type': u'Point', u'coordinates': [-41.5325525, 173.9556081]}",False,0,False,0,,,,,Twitter for Android,False,[],[],[],[]
636438219605864448,222740497,Jerome Veitayaki,jerome_fiji,225,1997,7,1501,True,False,"Suva, Fiji Islands","Blackforest &amp; Wine after work, now to the night market 💋❤💪💜👍✌ @ Dannemora Motor Inn https://t.co/6QnJOjN9aI",2015-08-26 07:21,"Place(_api=<tweepy.api.API object at 0x104bf9990>, country_code=u'NZ', url=u'https://api.twitter.com/1.1/geo/id/0022e3c837579650.json', country=u'New Zealand', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x104bf9990>, type=u'Polygon', coordinates=[[[174.162124, -37.292418], [175.551257, -37.292418], [175.551257, -35.898837], [174.162124, -35.898837]]]), contained_within=[], full_name=u'Auckland City, New Zealand', attributes={}, id=u'0022e3c837579650', name=u'Auckland City')","{u'type': u'Point', u'coordinates': [174.90570198, -36.95422889]}","{u'type': u'Point', u'coordinates': [-36.95422889, 174.90570198]}",False,0,False,0,,,,,Instagram,False,[],"[{u'url': u'https://t.co/6QnJOjN9aI', u'indices': [88, 111], u'expanded_url': u'https://instagram.com/p/61odWiOL5x/', u'display_url': u'instagram.com/p/61odWiOL5x/'}]",[],[]
